"microarray"	"rnaseq"	"flag"
"Os01g0203300"	"Os01g0203300"	1
"Os01g0203400"	"Os01g0203400"	1
"Os01g0203800"	"Os01g0203800"	1
"Os01g0204000"	"Os01g0204000"	1
"Os01g0204900"	"Os01g0204900"	1
"Os01g0205100"	"Os01g0205100"	1
"Os01g0205200"	"Os01g0205200"	1
"Os01g0205300"	"Os01g0205300"	1
"Os01g0205500"	"Os01g0205500"	1
"Os01g0205600"	"Os01g0205600"	1
"Os01g0205700"	"Os01g0205700"	1
"Os01g0205900"	"Os01g0205900"	1
"Os01g0206200"	"Os01g0206200"	1
"Os01g0206300"	"Os01g0206300"	1
"Os01g0206600"	"Os01g0206600"	1
"Os01g0206700"	"Os01g0206650"	2
"Os01g0206800"	"Os01g0206800"	1
"Os01g0207000"	NA	3
"Os01g0207200"	"Os01g0207200"	1
"Os01g0207300"	"Os01g0323600"	2
"Os01g0207400"	"Os01g0207400"	1
"Os01g0207500"	"Os01g0207500"	1
"Os01g0207600"	"Os01g0207600"	1
"Os01g0207700"	"Os01g0207700"	1
"Os01g0207900"	"Os01g0207900"	1
"Os01g0208000"	"Os01g0208000"	1
"Os01g0208400"	"Os01g0208400"	1
"Os01g0208600"	"Os01g0208600"	1
"Os01g0208700"	"Os01g0208700"	1
"Os01g0208800"	"Os01g0208800"	1
"Os01g0209000"	"Os01g0209000"	1
"Os01g0209200"	"Os01g0209200"	1
"Os01g0209400"	"Os01g0209400"	1
"Os01g0209500"	"Os01g0209500"	1
"Os01g0209700"	"Os01g0209700"	1
"Os01g0209800"	"Os01g0209800"	1
"Os01g0210300"	"Os01g0210300"	1
"Os01g0210400"	NA	3
"Os01g0210500"	"Os01g0210500"	1
"Os01g0210600"	"Os01g0210600"	1
"Os01g0210700"	"Os01g0210700"	1
"Os01g0210800"	"Os01g0210800"	1
"Os01g0210900"	"Os01g0210900"	1
"Os01g0211200"	"Os01g0211200"	1
"Os01g0211600"	"Os01g0211600"	1
"Os01g0211800"	"Os01g0211800"	1
"Os01g0212000"	"Os01g0212000"	1
"Os01g0212100"	"Os01g0212100"	1
"Os01g0212400"	"Os01g0212400"	1
"Os01g0212500"	"Os01g0212500"	1
"Os01g0212700"	"Os01g0212700"	1
"Os01g0213000"	"Os01g0212900"	2
"Os01g0213400"	"Os01g0213350"	2
"Os01g0213500"	"Os10g0470100"	2
"Os01g0213700"	"Os01g0213800"	2
"Os01g0213800"	"Os01g0213800"	1
"Os01g0214200"	"Os01g0214200"	1
"Os01g0214300"	"Os01g0214300"	1
"Os01g0214400"	"Os01g0214400"	1
"Os01g0214500"	"Os01g0214500"	1
"Os01g0214600"	"Os01g0214600"	1
"Os01g0214800"	"Os01g0214800"	1
"Os01g0214900"	NA	3
"Os01g0215000"	"Os01g0215000"	1
"Os01g0215100"	"Os05g0582800"	2
"Os01g0215500"	"Os01g0215500"	1
"Os01g0215700"	"Os01g0215700"	1
"Os01g0216000"	"Os01g0216000"	1
"Os01g0216300"	"Os01g0216300"	1
"Os01g0216400"	"Os01g0216400"	1
"Os01g0216500"	NA	3
"Os01g0216700"	"Os01g0216700"	1
"Os01g0216900"	NA	3
"Os01g0217000"	"Os01g0217000"	1
"Os01g0217100"	"Os01g0217100"	1
"Os01g0217200"	"Os01g0347600"	2
"Os01g0217300"	NA	3
"Os01g0217500"	"Os01g0217500"	1
"Os01g0217800"	"Os01g0217800"	1
"Os01g0217900"	"Os01g0218032"	2
"Os01g0218100"	"Os01g0218100"	1
"Os01g0218200"	NA	3
"Os01g0218500"	"Os01g0218500"	1
"Os01g0218600"	"Os01g0218500"	2
"Os01g0218700"	"Os01g0218700"	1
"Os01g0218800"	"Os01g0218800"	1
"Os01g0218900"	"Os01g0218900"	1
"Os01g0219000"	"Os01g0219000"	1
"Os01g0219100"	"Os01g0219100"	1
"Os01g0219200"	"Os01g0219200"	1
"Os01g0219300"	"Os01g0219300"	1
"Os01g0219500"	"Os01g0219500"	1
"Os01g0219600"	"Os01g0219500"	2
"Os01g0219900"	NA	3
"Os01g0220000"	NA	3
"Os01g0220100"	"Os01g0220100"	1
"Os01g0220200"	NA	3
"Os01g0220300"	"Os01g0220300"	1
"Os01g0220400"	"Os01g0220400"	1
"Os01g0220500"	NA	3
"Os01g0220700"	NA	3
"Os01g0220900"	"Os06g0233451"	2
"Os01g0221100"	"Os01g0221100"	1
"Os01g0221300"	"Os01g0221300"	1
"Os01g0221500"	"Os01g0221500"	1
"Os01g0221600"	"Os01g0221600"	1
"Os01g0221700"	"Os01g0221700"	1
"Os01g0221800"	"Os01g0221800"	1
"Os01g0221900"	"Os01g0221900"	1
"Os01g0222300"	"Os01g0222300"	1
"Os01g0222500"	"Os01g0222500"	1
"Os01g0222600"	"Os01g0222600"	1
"Os01g0222700"	"Os01g0222700"	1
"Os01g0222800"	"Os01g0222800"	1
"Os01g0222900"	"Os01g0222900"	1
"Os01g0223000"	"Os01g0223000"	1
"Os01g0223200"	"Os01g0223200"	1
"Os01g0223300"	"Os01g0223300"	1
"Os01g0223400"	NA	3
"Os01g0223500"	NA	3
"Os01g0223600"	"Os01g0223600"	1
"Os01g0223700"	"Os01g0223700"	1
"Os01g0223900"	"Os01g0223900"	1
"Os01g0224000"	NA	3
"Os01g0224100"	"Os01g0224100"	1
"Os01g0224200"	NA	3
"Os01g0224300"	"Os01g0224300"	1
"Os01g0224400"	"Os01g0224400"	1
"Os01g0224500"	"Os01g0224500"	1
"Os01g0224700"	"Os01g0224700"	1
"Os01g0225000"	"Os01g0225000"	1
"Os01g0225100"	"Os01g0225100"	1
"Os01g0225200"	"Os01g0225200"	1
"Os01g0225300"	"Os01g0225300"	1
"Os01g0225400"	"Os01g0225400"	1
"Os01g0225600"	"Os01g0225600"	1
"Os01g0225700"	"Os01g0225700"	1
"Os01g0226200"	NA	3
"Os01g0226300"	"Os01g0226300"	1
"Os01g0226400"	"Os01g0226400"	1
"Os01g0226500"	"Os01g0226500"	1
"Os01g0226600"	"Os01g0226600"	1
"Os01g0226700"	"Os01g0226700"	1
"Os01g0227100"	"Os01g0227100"	1
"Os01g0227200"	"Os01g0227200"	1
"Os01g0227300"	"Os01g0227300"	1
"Os01g0227400"	"Os01g0227400"	1
"Os01g0227500"	"Os01g0227500"	1
"Os01g0227700"	"Os01g0227700"	1
"Os01g0227800"	"Os01g0227800"	1
"Os01g0228200"	NA	3
"Os01g0228300"	"Os01g0228300"	1
"Os01g0228400"	"Os01g0228400"	1
"Os01g0228500"	"Os01g0228500"	1
"Os01g0228600"	"Os01g0228600"	1
"Os01g0228700"	"Os01g0228800"	2
"Os01g0228800"	"Os01g0228800"	1
"Os01g0229000"	"Os01g0228901"	2
"Os01g0229100"	"Os01g0229100"	1
"Os01g0229200"	"Os01g0229200"	1
"Os01g0229300"	"Os01g0229300"	1
"Os01g0229400"	"Os01g0229400"	1
"Os01g0229500"	"Os01g0229500"	1
"Os01g0229600"	"Os01g0229600"	1
"Os01g0229700"	NA	3
"Os01g0229800"	NA	3
"Os01g0229900"	"Os01g0229900"	1
"Os01g0230200"	"Os01g0230200"	1
"Os01g0230800"	"Os01g0230800"	1
"Os01g0230900"	NA	3
"Os01g0231000"	"Os01g0231000"	1
"Os01g0231300"	NA	3
"Os01g0231500"	"Os01g0231500"	1
"Os01g0231700"	"Os01g0231700"	1
"Os01g0231800"	"Os01g0231800"	1
"Os01g0231900"	"Os01g0231900"	1
"Os01g0232000"	NA	3
"Os01g0232100"	"Os01g0232100"	1
"Os01g0232300"	"Os01g0232300"	1
"Os01g0232400"	"Os01g0232400"	1
"Os01g0232500"	"Os01g0232500"	1
"Os01g0232600"	NA	3
"Os01g0232700"	"Os01g0232700"	1
"Os01g0232800"	"Os01g0232800"	1
"Os01g0233000"	"Os01g0233000"	1
"Os01g0233100"	NA	3
"Os01g0233300"	NA	3
"Os01g0233400"	NA	3
"Os01g0233500"	"Os01g0233500"	1
"Os01g0233800"	"Os01g0233800"	1
"Os01g0233900"	"Os01g0233900"	1
"Os01g0234100"	"Os01g0234100"	1
"Os01g0234300"	NA	3
"Os01g0234700"	"Os01g0234700"	1
"Os01g0234800"	"Os01g0234800"	1
"Os01g0234900"	"Os01g0234900"	1
"Os01g0235100"	NA	3
"Os01g0235200"	"Os01g0235200"	1
"Os01g0235300"	"Os01g0235300"	1
"Os01g0235400"	"Os01g0235400"	1
"Os01g0235500"	"Os01g0235500"	1
"Os01g0235700"	"Os01g0235632"	2
"Os01g0235800"	"Os01g0235800"	1
"Os01g0235900"	NA	3
"Os01g0236000"	"Os01g0236000"	1
"Os01g0236300"	"Os01g0236300"	1
"Os01g0236400"	"Os01g0236400"	1
"Os01g0236700"	"Os01g0236700"	1
"Os01g0236800"	"Os01g0236800"	1
"Os01g0237000"	"Os01g0237000"	1
"Os01g0237100"	"Os01g0237100"	1
"Os01g0237500"	"Os01g0237500"	1
"Os01g0238200"	"Os01g0238200"	1
"Os01g0238400"	"Os01g0238375"	2
"Os01g0238500"	"Os01g0238500"	1
"Os01g0238600"	"Os01g0238600"	1
"Os01g0238700"	"Os01g0238700"	1
"Os01g0238800"	"Os01g0238800"	1
"Os01g0238900"	"Os01g0238900"	1
"Os01g0239000"	"Os01g0239000"	1
"Os01g0239100"	"Os01g0239100"	1
"Os01g0239200"	"Os01g0239200"	1
"Os01g0239300"	"Os01g0239300"	1
"Os01g0239700"	"Os01g0239700"	1
"Os01g0240200"	NA	3
"Os01g0240700"	NA	3
"Os01g0240900"	NA	3
"Os01g0241000"	"Os01g0241000"	1
"Os01g0241100"	"Os01g0241100"	1
"Os01g0241400"	"Os01g0241400"	1
"Os01g0242200"	"Os01g0242200"	1
"Os01g0242300"	"Os01g0242300"	1
"Os01g0242400"	"Os01g0242400"	1
"Os01g0242500"	"Os01g0242500"	1
"Os01g0242600"	"Os01g0242600"	1
"Os01g0242700"	NA	3
"Os01g0242900"	"Os01g0242900"	1
"Os01g0243000"	"Os01g0243000"	1
"Os01g0243100"	"Os01g0243100"	1
"Os01g0243200"	"Os01g0243200"	1
"Os01g0243300"	"Os01g0243300"	1
"Os01g0243400"	"Os01g0243400"	1
"Os01g0243600"	"Os01g0243501"	2
"Os01g0243700"	"Os01g0243700"	1
"Os01g0243800"	"Os01g0243800"	1
"Os01g0243900"	NA	3
"Os01g0244000"	"Os01g0244000"	1
"Os01g0244200"	NA	3
"Os01g0244400"	"Os01g0244400"	1
"Os01g0245600"	"Os01g0245600"	1
"Os01g0245700"	NA	3
"Os01g0245800"	NA	3
"Os01g0246100"	"Os01g0246100"	1
"Os01g0246300"	"Os01g0246350"	2
"Os01g0246400"	"Os01g0246400"	1
"Os01g0246500"	"Os01g0246500"	1
"Os01g0246600"	NA	3
"Os01g0246700"	"Os01g0246700"	1
"Os01g0247500"	"Os01g0247500"	1
"Os01g0247600"	"Os01g0247600"	1
"Os01g0247700"	"Os01g0247700"	1
"Os01g0247900"	"Os01g0247900"	1
"Os01g0248000"	"Os01g0248000"	1
"Os01g0248300"	"Os01g0248300"	1
"Os01g0248400"	"Os01g0248500"	2
"Os01g0248500"	"Os01g0248500"	1
"Os01g0248600"	"Os01g0248600"	1
"Os01g0248800"	"Os01g0248800"	1
"Os01g0248900"	"Os01g0248900"	1
"Os01g0249100"	"Os01g0249050"	2
"Os01g0249200"	"Os01g0249200"	1
"Os01g0249300"	"Os01g0249300"	1
"Os01g0249900"	"Os01g0249900"	1
"Os01g0250000"	"Os01g0553901"	2
"Os01g0250100"	"Os11g0220300"	2
"Os01g0250200"	NA	3
"Os01g0250300"	NA	3
"Os01g0250400"	NA	3
"Os01g0250600"	"Os01g0250600"	1
"Os01g0250900"	"Os01g0250900"	1
"Os01g0251000"	"Os01g0251000"	1
"Os01g0251100"	"Os01g0251100"	1
"Os01g0251200"	"Os01g0251200"	1
"Os01g0251400"	"Os01g0251400"	1
"Os01g0252000"	"Os08g0411800"	2
"Os01g0252100"	"Os01g0252100"	1
"Os01g0252200"	"Os01g0252200"	1
"Os01g0252300"	"Os01g0252400"	2
"Os01g0252600"	"Os01g0252600"	1
"Os01g0252700"	NA	3
"Os01g0252900"	"Os01g0252900"	1
"Os01g0253000"	"Os01g0253000"	1
"Os01g0253100"	"Os01g0253100"	1
"Os01g0253200"	NA	3
"Os01g0253300"	"Os01g0253300"	1
"Os01g0253400"	"Os01g0253400"	1
"Os01g0253500"	NA	3
"Os01g0253600"	"Os01g0253600"	1
"Os01g0253800"	NA	3
"Os01g0253900"	"Os01g0253900"	1
"Os01g0254000"	"Os01g0254000"	1
"Os01g0254100"	"Os01g0254100"	1
"Os01g0254200"	"Os01g0254200"	1
"Os01g0254300"	NA	3
"Os01g0254800"	"Os02g0800600"	2
"Os01g0254900"	"Os01g0254900"	1
"Os01g0255000"	"Os01g0255000"	1
"Os01g0255100"	"Os01g0255100"	1
"Os01g0255500"	NA	3
"Os01g0255700"	NA	3
"Os01g0256300"	"Os01g0256300"	1
"Os01g0256400"	"Os01g0256400"	1
"Os01g0256500"	"Os01g0256500"	1
"Os01g0256600"	"Os01g0256600"	1
"Os01g0256800"	"Os01g0256800"	1
"Os01g0256900"	"Os01g0256900"	1
"Os01g0257100"	"Os01g0257100"	1
"Os01g0257300"	"Os01g0257300"	1
"Os01g0257400"	"Os01g0257400"	1
"Os01g0257500"	"Os01g0553901"	2
"Os01g0257900"	"Os01g0257900"	1
"Os01g0258000"	"Os01g0258000"	1
"Os01g0258100"	"Os01g0258100"	1
"Os01g0258600"	"Os01g0258600"	1
"Os01g0258700"	"Os01g0258700"	1
"Os01g0259200"	"Os01g0259200"	1
"Os01g0259300"	"Os01g0259300"	1
"Os01g0259400"	"Os01g0259400"	1
"Os01g0259600"	"Os01g0259600"	1
"Os01g0259900"	NA	3
"Os01g0260000"	"Os01g0260000"	1
"Os01g0260100"	"Os01g0260100"	1
"Os01g0260500"	NA	3
"Os01g0260700"	"Os01g0260700"	1
"Os01g0260800"	"Os01g0260800"	1
"Os01g0261000"	"Os01g0261000"	1
"Os01g0261100"	"Os01g0261100"	1
"Os01g0261200"	"Os01g0261200"	1
"Os01g0261400"	NA	3
"Os01g0261500"	"Os01g0261500"	1
"Os01g0261600"	"Os01g0262000"	2
"Os01g0261700"	"Os01g0261700"	1
"Os01g0261900"	"Os01g0261700"	2
"Os01g0262500"	"Os01g0262500"	1
"Os01g0262600"	"Os01g0262600"	1
"Os01g0262700"	"Os01g0262700"	1
"Os01g0263000"	NA	3
"Os01g0263200"	NA	3
"Os01g0263300"	"Os01g0263300"	1
"Os01g0263500"	"Os01g0263500"	1
"Os01g0263600"	"Os01g0263600"	1
"Os01g0263900"	"Os01g0264000"	2
"Os01g0264000"	"Os01g0264000"	1
"Os01g0264100"	NA	3
"Os01g0264200"	"Os03g0221150"	2
"Os01g0264400"	"Os01g0264400"	1
"Os01g0264500"	"Os01g0264500"	1
"Os01g0264600"	NA	3
"Os01g0264700"	"Os01g0264700"	1
"Os01g0264800"	NA	3
"Os01g0264900"	"Os01g0264900"	1
"Os01g0265000"	"Os01g0265000"	1
"Os01g0265100"	"Os01g0265100"	1
"Os01g0265200"	"Os01g0265200"	1
"Os01g0265400"	"Os01g0265400"	1
"Os01g0265700"	"Os01g0265700"	1
"Os01g0265800"	"Os01g0265800"	1
"Os01g0265900"	NA	3
"Os01g0266000"	"Os01g0266000"	1
"Os01g0266100"	"Os01g0266100"	1
"Os01g0266200"	"Os01g0266200"	1
"Os01g0266400"	"Os01g0266400"	1
"Os01g0266500"	"Os01g0266500"	1
"Os01g0266600"	"Os01g0266600"	1
"Os01g0266800"	"Os01g0266800"	1
"Os01g0267100"	"Os01g0267100"	1
"Os01g0267200"	"Os01g0267200"	1
"Os01g0267300"	"Os01g0267400"	2
"Os01g0267400"	"Os01g0267400"	1
"Os01g0267600"	"Os01g0267600"	1
"Os01g0267800"	"Os01g0267800"	1
"Os01g0267900"	"Os01g0267900"	1
"Os01g0268000"	"Os01g0268000"	1
"Os01g0268100"	"Os01g0268100"	1
"Os01g0268300"	"Os01g0268300"	1
"Os01g0268500"	"Os01g0268600"	2
"Os01g0268600"	NA	3
"Os01g0268800"	"Os01g0268800"	1
"Os01g0268900"	"Os01g0268900"	1
"Os01g0269000"	"Os01g0269000"	1
"Os01g0269100"	"Os01g0269100"	1
"Os01g0269500"	"Os01g0269500"	1
"Os01g0269800"	"Os01g0269800"	1
"Os01g0269900"	"Os01g0269900"	1
"Os01g0270000"	"Os01g0270100"	2
"Os01g0270100"	"Os01g0270100"	1
"Os01g0270300"	"Os01g0270300"	1
"Os01g0270700"	NA	3
"Os01g0271000"	"Os01g0271000"	1
"Os01g0271200"	"Os01g0271200"	1
"Os01g0271400"	NA	3
"Os01g0271500"	"Os01g0271500"	1
"Os01g0271700"	"Os01g0271700"	1
"Os01g0272600"	"Os01g0272600"	1
"Os01g0272800"	"Os01g0272850"	2
"Os01g0273000"	"Os01g0273000"	1
"Os01g0273100"	"Os01g0273100"	1
"Os01g0273300"	"Os01g0273300"	1
"Os01g0273400"	"Os07g0137500"	2
"Os01g0273500"	"Os01g0273500"	1
"Os01g0273800"	"Os01g0273800"	1
"Os01g0273900"	"Os01g0273900"	1
"Os01g0274100"	"Os01g0274100"	1
"Os01g0274300"	NA	3
"Os01g0274500"	"Os01g0274500"	1
"Os01g0274800"	"Os01g0274800"	1
"Os01g0275200"	"Os01g0275200"	1
"Os01g0275300"	"Os01g0275300"	1
"Os01g0275600"	"Os01g0275600"	1
"Os01g0275800"	"Os01g0275800"	1
"Os01g0275900"	"Os01g0275900"	1
"Os01g0276000"	"Os01g0276000"	1
"Os01g0276100"	"Os01g0276100"	1
"Os01g0276200"	NA	3
"Os01g0276300"	"Os01g0276300"	1
"Os01g0276400"	"Os01g0276400"	1
"Os01g0276500"	"Os01g0276500"	1
"Os01g0276600"	"Os01g0276600"	1
"Os01g0276700"	"Os01g0276700"	1
"Os01g0276800"	"Os01g0276800"	1
"Os01g0276900"	"Os01g0276900"	1
"Os01g0277100"	"Os02g0527800"	2
"Os01g0277500"	"Os01g0277500"	1
"Os01g0277600"	"Os01g0277600"	1
"Os01g0277700"	"Os01g0277700"	1
"Os01g0277900"	NA	3
"Os01g0278000"	"Os01g0278000"	1
"Os01g0278100"	"Os01g0278100"	1
"Os01g0278200"	"Os01g0278200"	1
"Os01g0278600"	"Os01g0278600"	1
"Os01g0278900"	"Os01g0278900"	1
"Os01g0279000"	"Os01g0279000"	1
"Os01g0279100"	"Os01g0279100"	1
"Os01g0279200"	"Os01g0279200"	1
"Os01g0279300"	"Os01g0279300"	1
"Os01g0279400"	"Os01g0279400"	1
"Os01g0279700"	"Os01g0279700"	1
"Os01g0279800"	"Os01g0279800"	1
"Os01g0279900"	"Os01g0279900"	1
"Os01g0280000"	"Os01g0280000"	1
"Os01g0280200"	"Os01g0280200"	1
"Os01g0280400"	NA	3
"Os01g0280500"	"Os01g0280500"	1
"Os01g0280600"	"Os01g0280600"	1
"Os01g0281000"	"Os01g0281000"	1
"Os01g0281100"	"Os01g0281100"	1
"Os01g0281200"	"Os01g0281200"	1
"Os01g0281400"	"Os01g0281400"	1
"Os01g0281600"	"Os01g0281600"	1
"Os01g0282800"	"Os01g0282800"	1
"Os01g0283000"	"Os01g0283000"	1
"Os01g0283100"	"Os01g0283100"	1
"Os01g0283300"	"Os01g0283300"	1
"Os01g0283400"	"Os01g0283400"	1
"Os01g0283500"	"Os01g0283500"	1
"Os01g0283600"	"Os01g0283600"	1
"Os01g0283700"	"Os01g0283700"	1
"Os01g0284200"	"Os12g0425500"	2
"Os01g0284500"	"Os01g0284500"	1
"Os01g0284700"	"Os01g0284700"	1
"Os01g0284900"	"Os01g0284900"	1
"Os01g0285200"	"Os01g0285200"	1
"Os01g0285300"	"Os01g0285300"	1
"Os01g0286000"	"Os01g0286000"	1
"Os01g0286100"	"Os01g0286100"	1
"Os01g0286200"	"Os01g0286200"	1
"Os01g0286600"	"Os01g0286600"	1
"Os01g0286900"	"Os01g0286900"	1
"Os01g0287400"	"Os01g0287400"	1
"Os01g0287600"	"Os01g0287600"	1
"Os01g0287700"	"Os01g0287700"	1
"Os01g0288200"	"Os01g0288200"	1
"Os01g0288700"	"Os01g0288700"	1
"Os01g0288800"	"Os01g0288800"	1
"Os01g0289600"	NA	3
"Os01g0289900"	NA	3
"Os01g0290000"	"Os01g0290000"	1
"Os01g0290100"	"Os01g0290100"	1
"Os01g0290300"	NA	3
"Os01g0290600"	NA	3
"Os01g0290700"	"Os01g0290700"	1
"Os01g0290800"	"Os01g0290800"	1
"Os01g0291500"	"Os01g0291500"	1
"Os01g0292200"	"Os01g0292200"	1
"Os01g0292700"	NA	3
"Os01g0292900"	"Os01g0292900"	1
"Os01g0293000"	"Os01g0293000"	1
"Os01g0293100"	"Os01g0293100"	1
"Os01g0293200"	"Os01g0293200"	1
"Os01g0293300"	"Os01g0293200"	2
"Os01g0293600"	NA	3
"Os01g0293900"	"Os07g0157600"	2
"Os01g0294700"	"Os01g0294700"	1
"Os01g0295300"	"Os07g0298700"	2
"Os01g0295500"	NA	3
"Os01g0295700"	"Os01g0295700"	1
"Os01g0295900"	NA	3
"Os01g0296000"	"Os01g0296000"	1
"Os01g0296100"	"Os01g0296100"	1
"Os01g0296200"	"Os01g0296200"	1
"Os01g0296700"	"Os01g0296700"	1
"Os01g0297000"	NA	3
"Os01g0297200"	"Os01g0297200"	1
"Os01g0297700"	"Os01g0297700"	1
"Os01g0298400"	"Os01g0298400"	1
"Os01g0299100"	"Os01g0299100"	1
"Os01g0299300"	"Os01g0299300"	1
"Os01g0299400"	"Os01g0299400"	1
"Os01g0299500"	"Os01g0299500"	1
"Os01g0299700"	"Os01g0299700"	1
"Os01g0300000"	"Os01g0300000"	1
"Os01g0300200"	"Os01g0300200"	1
"Os01g0300600"	"Os01g0300600"	1
"Os01g0300900"	"Os01g0300900"	1
"Os01g0301000"	"Os01g0301000"	1
"Os01g0301100"	"Os01g0301100"	1
"Os01g0301300"	"Os01g0301300"	1
"Os01g0301500"	"Os01g0301500"	1
"Os01g0301700"	"Os01g0301700"	1
"Os01g0301900"	NA	3
"Os01g0302100"	"Os01g0302100"	1
"Os01g0302500"	"Os01g0302500"	1
"Os01g0302800"	"Os01g0302800"	1
"Os01g0302900"	"Os01g0302900"	1
"Os01g0303000"	"Os01g0303000"	1
"Os01g0303100"	"Os01g0303100"	1
"Os01g0303200"	"Os01g0303200"	1
"Os01g0303300"	"Os01g0303300"	1
"Os01g0303600"	"Os01g0303600"	1
"Os01g0303800"	"Os01g0303800"	1
"Os01g0304000"	"Os01g0304000"	1
"Os01g0304100"	"Os01g0304050"	2
"Os01g0304300"	"Os01g0304300"	1
"Os01g0304400"	"Os01g0304400"	1
"Os01g0304500"	NA	3
"Os01g0305200"	"Os01g0305200"	1
"Os01g0305300"	"Os01g0305300"	1
"Os01g0305900"	"Os01g0305900"	1
"Os01g0306100"	"Os01g0306100"	1
"Os01g0306200"	"Os01g0306200"	1
"Os01g0306400"	"Os01g0306400"	1
"Os01g0306800"	"Os01g0306800"	1
"Os01g0306900"	"Os01g0306900"	1
"Os01g0307300"	"Os11g0497875"	2
"Os01g0307500"	"Os01g0307500"	1
"Os01g0308200"	NA	3
"Os01g0308300"	"Os01g0308200"	2
"Os01g0308600"	"Os01g0308600"	1
"Os01g0309100"	"Os01g0309100"	1
"Os01g0309800"	"Os01g0309800"	1
"Os01g0309900"	"Os01g0309900"	1
"Os01g0310100"	"Os01g0310100"	1
"Os01g0310400"	"Os01g0310500"	2
"Os01g0310500"	"Os01g0310500"	1
"Os01g0310600"	"Os01g0310600"	1
"Os01g0310700"	NA	3
"Os01g0310800"	"Os01g0310800"	1
"Os01g0310900"	NA	3
"Os01g0311300"	"Os01g0311300"	1
"Os01g0311400"	NA	3
"Os01g0311500"	"Os01g0311500"	1
"Os01g0311600"	"Os01g0311600"	1
"Os01g0311700"	"Os01g0311700"	1
"Os01g0311800"	"Os01g0311800"	1
"Os01g0312500"	"Os01g0312500"	1
"Os01g0312800"	"Os01g0312800"	1
"Os01g0313000"	"Os01g0142950"	2
"Os01g0313300"	"Os01g0313300"	1
"Os01g0313600"	"Os01g0313600"	1
"Os01g0314000"	"Os01g0314000"	1
"Os01g0314100"	"Os01g0314100"	1
"Os01g0314300"	"Os01g0314300"	1
"Os01g0314700"	NA	3
"Os01g0314800"	"Os01g0314800"	1
"Os01g0315300"	"Os01g0858200"	2
"Os01g0315600"	"Os01g0315600"	1
"Os01g0315700"	"Os01g0315700"	1
"Os01g0315800"	"Os01g0315800"	1
"Os01g0316100"	"Os01g0316100"	1
"Os01g0316500"	"Os01g0316500"	1
"Os01g0316600"	"Os01g0316600"	1
"Os01g0316800"	"Os01g0316800"	1
"Os01g0316900"	"Os01g0316900"	1
"Os01g0317100"	"Os12g0107033"	2
"Os01g0317500"	"Os01g0317500"	1
"Os01g0317800"	"Os01g0317800"	1
"Os01g0318400"	"Os01g0318400"	1
"Os01g0318700"	"Os01g0318700"	1
"Os01g0319000"	"Os01g0319000"	1
"Os01g0319200"	"Os01g0319200"	1
"Os01g0319400"	"Os01g0319400"	1
"Os01g0320700"	"Os01g0320700"	1
"Os01g0321300"	NA	3
"Os01g0321700"	"Os01g0321700"	1
"Os01g0321800"	"Os01g0321800"	1
"Os01g0322300"	"Os01g0322300"	1
"Os01g0322700"	"Os01g0322700"	1
"Os01g0322800"	"Os01g0322800"	1
"Os01g0323000"	"Os01g0323000"	1
"Os01g0323100"	"Os01g0323100"	1
"Os01g0323300"	"Os01g0323300"	1
"Os01g0323400"	"Os01g0323500"	2
"Os01g0323500"	NA	3
"Os01g0323600"	"Os01g0323600"	1
"Os01g0324200"	NA	3
"Os01g0324400"	"Os01g0324400"	1
"Os01g0324500"	"Os01g0324400"	2
"Os01g0325400"	NA	3
"Os01g0326000"	"Os01g0326000"	1
"Os01g0326100"	"Os01g0326100"	1
"Os01g0326300"	"Os01g0326300"	1
"Os01g0327000"	"Os01g0327000"	1
"Os01g0327100"	"Os01g0327100"	1
"Os01g0327400"	"Os01g0327400"	1
"Os01g0327500"	"Os01g0327500"	1
"Os01g0327600"	"Os01g0327600"	1
"Os01g0327900"	"Os01g0327900"	1
"Os01g0328100"	NA	3
"Os01g0328200"	NA	3
"Os01g0328300"	"Os01g0328300"	1
"Os01g0328400"	"Os01g0328400"	1
"Os01g0328500"	"Os01g0328500"	1
"Os01g0328600"	NA	3
"Os01g0328700"	"Os01g0328700"	1
"Os01g0328900"	"Os01g0328900"	1
"Os01g0329000"	"Os01g0329000"	1
"Os01g0329300"	"Os01g0329300"	1
"Os01g0329400"	"Os01g0329400"	1
"Os01g0329800"	"Os01g0329800"	1
"Os01g0329900"	"Os01g0329900"	1
"Os01g0330100"	"Os01g0330100"	1
"Os01g0330200"	"Os01g0330200"	1
"Os01g0330300"	NA	3
"Os01g0330600"	"Os01g0330650"	2
"Os01g0331100"	"Os01g0331100"	1
"Os01g0331900"	"Os01g0331900"	1
"Os01g0332000"	"Os05g0442550"	2
"Os01g0332100"	"Os01g0332100"	1
"Os01g0332200"	NA	3
"Os01g0332500"	"Os01g0332500"	1
"Os01g0332800"	"Os01g0332800"	1
"Os01g0332900"	"Os01g0332900"	1
"Os01g0334800"	NA	3
"Os01g0335600"	"Os01g0335600"	1
"Os01g0335700"	"Os01g0335700"	1
"Os01g0336300"	NA	3
"Os01g0337100"	"Os01g0337100"	1
"Os01g0337500"	"Os01g0337500"	1
"Os01g0337600"	"Os01g0337600"	1
"Os01g0337700"	"Os01g0337700"	1
"Os01g0337900"	"Os01g0337900"	1
"Os01g0338000"	"Os01g0338000"	1
"Os01g0338100"	"Os01g0338150"	2
"Os01g0338200"	"Os01g0338200"	1
