"microarray"	"rnaseq"	"flag"
"Os03g0169700"	"Os03g0169700"	1
"Os03g0169800"	"Os03g0169800"	1
"Os03g0169900"	"Os03g0169900"	1
"Os03g0170100"	"Os03g0170100"	1
"Os03g0170200"	"Os06g0667200"	2
"Os03g0170300"	"Os03g0170300"	1
"Os03g0170400"	"Os03g0170400"	1
"Os03g0170500"	"Os03g0170500"	1
"Os03g0170600"	"Os03g0170600"	1
"Os03g0170900"	"Os03g0170900"	1
"Os03g0171300"	"Os03g0171300"	1
"Os03g0171600"	"Os03g0171600"	1
"Os03g0171700"	"Os03g0171700"	1
"Os03g0171900"	"Os03g0171900"	1
"Os03g0172000"	"Os03g0172000"	1
"Os03g0172100"	"Os03g0172100"	1
"Os03g0172200"	"Os03g0172200"	1
"Os03g0172400"	"Os03g0172400"	1
"Os03g0172700"	"Os03g0172700"	1
"Os03g0173500"	"Os03g0173500"	1
"Os03g0173700"	"Os03g0173700"	1
"Os03g0173900"	"Os03g0173900"	1
"Os03g0174100"	"Os03g0174100"	1
"Os03g0174200"	"Os03g0174200"	1
"Os03g0174300"	"Os03g0174300"	1
"Os03g0174400"	"Os03g0174400"	1
"Os03g0174500"	"Os03g0174500"	1
"Os03g0174600"	"Os03g0174600"	1
"Os03g0174700"	"Os03g0174800"	2
"Os03g0174800"	"Os03g0174800"	1
"Os03g0174900"	"Os03g0174900"	1
"Os03g0175200"	"Os03g0175200"	1
"Os03g0175600"	"Os03g0175600"	1
"Os03g0175800"	"Os03g0175800"	1
"Os03g0175900"	"Os03g0175800"	2
"Os03g0176100"	"Os03g0176100"	1
"Os03g0176300"	NA	3
"Os03g0176500"	"Os03g0176500"	1
"Os03g0176600"	NA	3
"Os03g0176700"	"Os03g0176700"	1
"Os03g0176800"	"Os03g0176800"	1
"Os03g0176900"	"Os03g0176900"	1
"Os03g0177000"	"Os03g0177000"	1
"Os03g0177100"	"Os09g0357250"	2
"Os03g0177300"	"Os03g0177300"	1
"Os03g0177400"	"Os03g0177400"	1
"Os03g0177500"	"Os03g0177500"	1
"Os03g0177900"	"Os03g0177900"	1
"Os03g0178000"	"Os03g0178000"	1
"Os03g0178100"	"Os03g0178066"	2
"Os03g0178200"	"Os03g0178200"	1
"Os03g0178300"	"Os03g0178300"	1
"Os03g0178400"	"Os03g0178400"	1
"Os03g0178500"	"Os03g0178500"	1
"Os03g0178600"	"Os03g0178600"	1
"Os03g0178800"	NA	3
"Os03g0179000"	"Os03g0179000"	1
"Os03g0179100"	"Os03g0179100"	1
"Os03g0179200"	"Os03g0179200"	1
"Os03g0179400"	"Os03g0179400"	1
"Os03g0179700"	"Os03g0179700"	1
"Os03g0179900"	"Os03g0179900"	1
"Os03g0180000"	NA	3
"Os03g0180100"	"Os03g0180100"	1
"Os03g0180300"	"Os03g0180300"	1
"Os03g0180400"	"Os03g0180400"	1
"Os03g0180500"	"Os03g0180500"	1
"Os03g0180600"	"Os03g0180700"	2
"Os03g0180700"	"Os03g0180700"	1
"Os03g0180800"	"Os03g0180800"	1
"Os03g0180900"	"Os03g0180900"	1
"Os03g0181100"	"Os03g0181100"	1
"Os03g0181400"	"Os03g0181400"	1
"Os03g0181500"	"Os03g0181500"	1
"Os03g0181600"	"Os03g0181600"	1
"Os03g0181800"	"Os03g0181800"	1
"Os03g0182400"	"Os03g0182400"	1
"Os03g0182600"	"Os03g0182600"	1
"Os03g0182700"	"Os03g0182700"	1
"Os03g0182800"	"Os03g0182800"	1
"Os03g0182900"	"Os03g0182900"	1
"Os03g0183000"	"Os03g0183000"	1
"Os03g0183100"	"Os03g0183100"	1
"Os03g0183200"	"Os03g0183200"	1
"Os03g0183300"	"Os03g0183300"	1
"Os03g0183500"	"Os03g0183500"	1
"Os03g0183600"	NA	3
"Os03g0183700"	NA	3
"Os03g0183800"	"Os03g0183800"	1
"Os03g0183900"	"Os03g0183800"	2
"Os03g0184000"	"Os03g0184050"	2
"Os03g0184100"	"Os03g0184100"	1
"Os03g0184300"	"Os03g0184300"	1
"Os03g0184400"	"Os03g0184400"	1
"Os03g0184500"	"Os03g0184500"	1
"Os03g0184600"	"Os03g0184600"	1
"Os03g0184700"	"Os03g0184700"	1
"Os03g0185000"	"Os03g0185000"	1
"Os03g0185200"	"Os03g0185200"	1
"Os03g0185300"	"Os03g0185300"	1
"Os03g0185400"	"Os03g0185400"	1
"Os03g0185500"	"Os03g0185500"	1
"Os03g0185600"	"Os03g0185600"	1
"Os03g0185700"	"Os03g0185700"	1
"Os03g0185800"	"Os03g0185800"	1
"Os03g0186100"	"Os03g0186100"	1
"Os03g0186500"	"Os03g0186500"	1
"Os03g0186600"	"Os03g0186600"	1
"Os03g0186800"	"Os03g0186800"	1
"Os03g0186900"	"Os03g0186900"	1
"Os03g0187000"	"Os03g0187000"	1
"Os03g0187100"	NA	3
"Os03g0187200"	"Os03g0187200"	1
"Os03g0187300"	"Os03g0187300"	1
"Os03g0187400"	"Os03g0187400"	1
"Os03g0187500"	"Os03g0187500"	1
"Os03g0187600"	"Os03g0187600"	1
"Os03g0187700"	"Os03g0187700"	1
"Os03g0187800"	"Os03g0187800"	1
"Os03g0188000"	"Os03g0188100"	2
"Os03g0188100"	"Os03g0188100"	1
"Os03g0188200"	"Os03g0188200"	1
"Os03g0188400"	"Os03g0188400"	1
"Os03g0188500"	"Os03g0188500"	1
"Os03g0188900"	"Os03g0188900"	1
"Os03g0189100"	"Os03g0189100"	1
"Os03g0189300"	"Os03g0189300"	1
"Os03g0189400"	"Os03g0189400"	1
"Os03g0189600"	"Os03g0189600"	1
"Os03g0189900"	"Os03g0190000"	2
"Os03g0190000"	NA	3
"Os03g0190100"	"Os03g0190100"	1
"Os03g0190300"	"Os03g0190400"	2
"Os03g0190500"	"Os03g0190500"	1
"Os03g0190800"	"Os03g0190800"	1
"Os03g0190900"	"Os03g0190900"	1
"Os03g0191000"	"Os03g0191000"	1
"Os03g0191100"	"Os03g0191100"	1
"Os03g0191200"	"Os03g0191200"	1
"Os03g0191400"	"Os03g0191400"	1
"Os03g0191700"	"Os03g0191700"	1
"Os03g0191900"	"Os03g0191900"	1
"Os03g0192000"	"Os03g0192000"	1
"Os03g0192100"	"Os03g0192100"	1
"Os03g0192300"	"Os03g0192300"	1
"Os03g0192400"	"Os03g0192400"	1
"Os03g0192500"	"Os03g0192500"	1
"Os03g0192600"	"Os03g0192550"	2
"Os03g0192700"	"Os03g0192700"	1
"Os03g0192800"	"Os03g0192800"	1
"Os03g0192900"	"Os03g0192900"	1
"Os03g0193000"	"Os03g0193000"	1
"Os03g0193300"	"Os03g0193300"	1
"Os03g0193400"	"Os03g0193450"	2
"Os03g0193700"	"Os03g0193901"	2
"Os03g0194100"	"Os03g0194100"	1
"Os03g0194300"	"Os03g0194300"	1
"Os03g0194400"	"Os03g0194400"	1
"Os03g0194500"	"Os03g0194500"	1
"Os03g0194600"	"Os03g0194600"	1
"Os03g0194900"	"Os03g0194900"	1
"Os03g0195100"	"Os03g0195100"	1
"Os03g0195200"	"Os03g0195200"	1
"Os03g0195300"	"Os03g0195300"	1
"Os03g0195400"	"Os03g0195400"	1
"Os03g0195500"	"Os03g0195500"	1
"Os03g0195800"	"Os03g0195800"	1
"Os03g0195900"	"Os03g0195800"	2
"Os03g0196000"	NA	3
"Os03g0196100"	"Os03g0196100"	1
"Os03g0196200"	"Os03g0196100"	2
"Os03g0196400"	"Os03g0196400"	1
"Os03g0196500"	NA	3
"Os03g0196600"	"Os03g0196600"	1
"Os03g0196800"	"Os03g0196800"	1
"Os03g0196900"	"Os03g0196900"	1
"Os03g0197000"	"Os03g0197000"	1
"Os03g0197100"	"Os03g0197100"	1
"Os03g0197200"	"Os03g0197200"	1
"Os03g0197300"	"Os03g0197300"	1
"Os03g0197400"	"Os03g0197400"	1
"Os03g0197700"	"Os03g0197800"	2
"Os03g0197800"	"Os03g0197800"	1
"Os03g0197900"	"Os03g0197900"	1
"Os03g0198200"	"Os03g0198200"	1
"Os03g0198300"	"Os03g0198300"	1
"Os03g0198400"	"Os03g0198400"	1
"Os03g0198500"	"Os03g0198500"	1
"Os03g0198600"	"Os03g0198600"	1
"Os03g0198900"	"Os03g0198900"	1
"Os03g0199000"	"Os03g0199000"	1
"Os03g0199100"	"Os03g0199100"	1
"Os03g0199200"	"Os03g0199200"	1
"Os03g0199300"	"Os03g0199300"	1
"Os03g0199500"	"Os03g0199500"	1
"Os03g0200200"	"Os03g0200200"	1
"Os03g0200400"	"Os03g0200400"	1
"Os03g0200500"	"Os03g0200500"	1
"Os03g0200600"	NA	3
"Os03g0200700"	"Os03g0200700"	1
"Os03g0200800"	"Os03g0200800"	1
"Os03g0200900"	NA	3
"Os03g0201000"	"Os03g0201000"	1
"Os03g0201100"	"Os03g0201100"	1
"Os03g0201200"	"Os03g0201200"	1
"Os03g0201300"	NA	3
"Os03g0201500"	"Os03g0201600"	2
"Os03g0201600"	"Os03g0201600"	1
"Os03g0201700"	"Os03g0201700"	1
"Os03g0201800"	"Os03g0201800"	1
"Os03g0202200"	"Os03g0202200"	1
"Os03g0202300"	"Os03g0202300"	1
"Os03g0202500"	"Os03g0202500"	1
"Os03g0203000"	"Os03g0203000"	1
"Os03g0203100"	"Os03g0203100"	1
"Os03g0203200"	NA	3
"Os03g0203300"	"Os03g0203200"	2
"Os03g0203700"	"Os03g0203700"	1
"Os03g0203800"	"Os03g0203800"	1
"Os03g0204100"	"Os03g0204100"	1
"Os03g0204300"	"Os03g0204366"	2
"Os03g0204500"	NA	3
"Os03g0204700"	"Os01g0386600"	2
"Os03g0204900"	"Os03g0204900"	1
"Os03g0205000"	"Os03g0205000"	1
"Os03g0205400"	"Os03g0205400"	1
"Os03g0205500"	"Os03g0205500"	1
"Os03g0205700"	"Os03g0205700"	1
"Os03g0205800"	"Os03g0205800"	1
"Os03g0206100"	"Os03g0206150"	2
"Os03g0206300"	"Os03g0206300"	1
"Os03g0206400"	"Os03g0206400"	1
"Os03g0206600"	"Os03g0206600"	1
"Os03g0206700"	NA	3
"Os03g0206800"	NA	3
"Os03g0206900"	"Os03g0206900"	1
"Os03g0207200"	"Os03g0207200"	1
"Os03g0207300"	"Os03g0207300"	1
"Os03g0207400"	"Os03g0207400"	1
"Os03g0207700"	NA	3
"Os03g0207900"	"Os03g0207900"	1
"Os03g0208400"	"Os03g0208500"	2
"Os03g0208500"	"Os03g0208500"	1
"Os03g0208600"	"Os03g0208600"	1
"Os03g0208900"	"Os03g0208900"	1
"Os03g0209000"	"Os03g0209000"	1
"Os03g0209400"	"Os03g0209400"	1
"Os03g0209500"	"Os03g0209500"	1
"Os03g0209600"	"Os03g0209600"	1
"Os03g0209700"	NA	3
"Os03g0209800"	"Os03g0209800"	1
"Os03g0210200"	"Os03g0210200"	1
"Os03g0210400"	"Os03g0210400"	1
"Os03g0210500"	"Os03g0210500"	1
"Os03g0210600"	"Os03g0210600"	1
"Os03g0210700"	"Os03g0210700"	1
"Os03g0210800"	"Os03g0210800"	1
"Os03g0210900"	"Os03g0210900"	1
"Os03g0211100"	"Os03g0211100"	1
"Os03g0211200"	"Os03g0211100"	2
"Os03g0211400"	"Os03g0211400"	1
"Os03g0211500"	"Os03g0211500"	1
"Os03g0211600"	"Os03g0211600"	1
"Os03g0211700"	"Os03g0211700"	1
"Os03g0211800"	NA	3
"Os03g0211900"	"Os03g0211900"	1
"Os03g0212000"	NA	3
"Os03g0212200"	"Os03g0212200"	1
"Os03g0212300"	"Os03g0212300"	1
"Os03g0212400"	"Os03g0212400"	1
"Os03g0212600"	"Os03g0212600"	1
"Os03g0212700"	"Os03g0212700"	1
"Os03g0212800"	"Os03g0212800"	1
"Os03g0213100"	"Os03g0213100"	1
"Os03g0213200"	"Os03g0213200"	1
"Os03g0213300"	"Os03g0213300"	1
"Os03g0213400"	"Os03g0213400"	1
"Os03g0213500"	"Os03g0213500"	1
"Os03g0213600"	"Os03g0213600"	1
"Os03g0213700"	"Os03g0213700"	1
"Os03g0213800"	"Os03g0213800"	1
"Os03g0213900"	"Os03g0213900"	1
"Os03g0214000"	"Os03g0214000"	1
"Os03g0214100"	"Os03g0214100"	1
"Os03g0214200"	"Os03g0214200"	1
"Os03g0214400"	"Os03g0214400"	1
"Os03g0214600"	"Os03g0214600"	1
"Os03g0214900"	"Os03g0214900"	1
"Os03g0215000"	"Os03g0215000"	1
"Os03g0215200"	"Os03g0215200"	1
"Os03g0215400"	"Os03g0215400"	1
"Os03g0215600"	NA	3
"Os03g0215700"	"Os03g0215700"	1
"Os03g0215800"	"Os03g0215800"	1
"Os03g0215900"	"Os03g0215900"	1
"Os03g0216000"	"Os03g0216000"	1
"Os03g0216300"	"Os03g0216300"	1
"Os03g0216400"	"Os03g0216400"	1
"Os03g0216500"	"Os03g0216500"	1
"Os03g0216600"	"Os03g0216600"	1
"Os03g0216700"	"Os03g0216733"	2
"Os03g0216800"	"Os03g0216800"	1
"Os03g0216900"	"Os03g0216900"	1
"Os03g0217000"	"Os03g0217000"	1
"Os03g0217200"	"Os03g0217200"	1
"Os03g0217400"	"Os03g0217400"	1
"Os03g0217600"	NA	3
"Os03g0217900"	"Os03g0217900"	1
"Os03g0218200"	"Os03g0218100"	2
"Os03g0218300"	NA	3
"Os03g0218400"	"Os03g0218400"	1
"Os03g0218500"	"Os03g0218500"	1
"Os03g0219100"	"Os03g0219100"	1
"Os03g0219200"	"Os03g0219200"	1
"Os03g0219300"	"Os03g0219300"	1
"Os03g0219400"	"Os03g0219400"	1
"Os03g0219500"	"Os03g0219500"	1
"Os03g0219700"	"Os03g0219700"	1
"Os03g0219800"	"Os03g0219800"	1
"Os03g0219900"	"Os03g0219900"	1
"Os03g0220100"	"Os03g0220100"	1
"Os03g0220300"	"Os03g0220300"	1
"Os03g0220400"	"Os03g0220300"	2
"Os03g0220700"	"Os03g0220700"	1
"Os03g0221000"	NA	3
"Os03g0221100"	"Os03g0221150"	2
"Os03g0221200"	"Os03g0221200"	1
"Os03g0221300"	"Os03g0221300"	1
"Os03g0221500"	"Os03g0221500"	1
"Os03g0221600"	"Os03g0221600"	1
"Os03g0221700"	"Os03g0221700"	1
"Os03g0221800"	"Os03g0221800"	1
"Os03g0222100"	"Os03g0222100"	1
"Os03g0222500"	"Os03g0222500"	1
"Os03g0222600"	"Os03g0222600"	1
"Os03g0222700"	"Os03g0222700"	1
"Os03g0222800"	"Os03g0222800"	1
"Os03g0223000"	"Os03g0223000"	1
"Os03g0223100"	"Os03g0223100"	1
"Os03g0223400"	"Os03g0223400"	1
"Os03g0223700"	"Os03g0223700"	1
"Os03g0223900"	"Os03g0223900"	1
"Os03g0224200"	"Os03g0224200"	1
"Os03g0224300"	"Os03g0224300"	1
"Os03g0224700"	"Os03g0224700"	1
"Os03g0225100"	"Os03g0225100"	1
"Os03g0225200"	"Os03g0225200"	1
"Os03g0225300"	"Os03g0225300"	1
"Os03g0225500"	"Os03g0225500"	1
"Os03g0225600"	"Os03g0225600"	1
"Os03g0225700"	"Os03g0225700"	1
"Os03g0225900"	"Os03g0225900"	1
"Os03g0226200"	"Os03g0226200"	1
"Os03g0226300"	"Os03g0226300"	1
"Os03g0226400"	"Os03g0226400"	1
"Os03g0226600"	"Os03g0226600"	1
"Os03g0226700"	NA	3
"Os03g0226800"	NA	3
"Os03g0227000"	"Os03g0227000"	1
"Os03g0227300"	"Os03g0227300"	1
"Os03g0227400"	"Os03g0227300"	2
"Os03g0227500"	"Os03g0227500"	1
"Os03g0227700"	"Os03g0227700"	1
"Os03g0227800"	"Os03g0227800"	1
"Os03g0227900"	"Os03g0227900"	1
"Os03g0228200"	"Os03g0228200"	1
"Os03g0228400"	"Os03g0228400"	1
"Os03g0228500"	"Os03g0228500"	1
"Os03g0228800"	"Os03g0228800"	1
"Os03g0228900"	"Os03g0229000"	2
"Os03g0229000"	"Os03g0229000"	1
"Os03g0229500"	NA	3
"Os03g0229600"	"Os03g0229600"	1
"Os03g0230000"	"Os03g0230000"	1
"Os03g0230300"	"Os03g0230300"	1
"Os03g0230500"	"Os03g0230500"	1
"Os03g0231000"	"Os03g0231000"	1
"Os03g0231300"	NA	3
"Os03g0231400"	"Os03g0231400"	1
"Os03g0231600"	"Os03g0231600"	1
"Os03g0231700"	"Os03g0231700"	1
"Os03g0231800"	"Os03g0231800"	1
"Os03g0231900"	"Os03g0231900"	1
"Os03g0232000"	"Os03g0232000"	1
"Os03g0232200"	"Os03g0232200"	1
"Os03g0232400"	NA	3
"Os03g0232500"	"Os03g0232500"	1
"Os03g0232600"	"Os03g0232600"	1
"Os03g0232800"	"Os03g0232800"	1
"Os03g0232900"	"Os03g0232900"	1
"Os03g0233000"	"Os03g0233000"	1
"Os03g0233200"	"Os03g0233200"	1
"Os03g0233500"	"Os03g0233500"	1
"Os03g0233700"	"Os07g0694200"	2
"Os03g0233800"	"Os03g0233800"	1
"Os03g0233900"	"Os03g0233900"	1
"Os03g0234000"	"Os03g0234000"	1
"Os03g0234100"	"Os03g0234100"	1
"Os03g0234200"	"Os03g0234200"	1
"Os03g0234500"	"Os03g0234500"	1
"Os03g0234600"	NA	3
"Os03g0234900"	"Os03g0234900"	1
"Os03g0235000"	"Os03g0235000"	1
"Os03g0235100"	"Os03g0235100"	1
"Os03g0235200"	"Os03g0235200"	1
"Os03g0235300"	"Os03g0235300"	1
"Os03g0235400"	"Os03g0235400"	1
"Os03g0235700"	"Os03g0235700"	1
"Os03g0235800"	NA	3
"Os03g0235900"	"Os03g0235900"	1
"Os03g0236100"	"Os01g0860700"	2
"Os03g0236200"	"Os03g0236200"	1
"Os03g0236400"	"Os11g0147700"	2
"Os03g0236900"	NA	3
"Os03g0237000"	"Os03g0237000"	1
"Os03g0237100"	"Os03g0237100"	1
"Os03g0237200"	"Os03g0237250"	2
"Os03g0237500"	"Os03g0237500"	1
"Os03g0237600"	"Os03g0237600"	1
"Os03g0237900"	"Os03g0237900"	1
"Os03g0238000"	"Os03g0238000"	1
"Os03g0238200"	"Os06g0108900"	2
"Os03g0238300"	"Os03g0238300"	1
"Os03g0238600"	"Os03g0238600"	1
"Os03g0238700"	"Os03g0238700"	1
"Os03g0238800"	"Os03g0238800"	1
"Os03g0239000"	"Os03g0239000"	1
"Os03g0239200"	"Os03g0239200"	1
"Os03g0239300"	"Os03g0239300"	1
"Os03g0239400"	"Os03g0239400"	1
"Os03g0240400"	"Os03g0240400"	1
"Os03g0240500"	"Os03g0240500"	1
"Os03g0240600"	"Os03g0240600"	1
"Os03g0240700"	"Os03g0240700"	1
"Os03g0240800"	"Os03g0240800"	1
"Os03g0240900"	"Os03g0240900"	1
"Os03g0241100"	"Os03g0241100"	1
"Os03g0241200"	"Os03g0241200"	1
"Os03g0241300"	"Os03g0241300"	1
"Os03g0241400"	"Os03g0241400"	1
"Os03g0241500"	"Os03g0241400"	2
"Os03g0241600"	"Os03g0241600"	1
"Os03g0241800"	NA	3
"Os03g0241900"	"Os03g0241900"	1
"Os03g0242100"	"Os03g0242100"	1
"Os03g0242200"	"Os03g0242200"	1
"Os03g0242300"	"Os03g0242300"	1
"Os03g0242400"	"Os02g0801700"	2
"Os03g0242900"	NA	3
"Os03g0243100"	"Os03g0243100"	1
"Os03g0243200"	"Os03g0243200"	1
"Os03g0243300"	"Os03g0243300"	1
"Os03g0243600"	"Os03g0243600"	1
"Os03g0243700"	"Os03g0243700"	1
"Os03g0243800"	"Os03g0243800"	1
"Os03g0243900"	"Os03g0243900"	1
"Os03g0244000"	"Os03g0244000"	1
"Os03g0244200"	"Os03g0244200"	1
"Os03g0244600"	"Os03g0244600"	1
"Os03g0244700"	"Os03g0244700"	1
"Os03g0245100"	"Os03g0245100"	1
"Os03g0245200"	"Os03g0245200"	1
"Os03g0245300"	"Os03g0245300"	1
"Os03g0245500"	"Os03g0245500"	1
"Os03g0245700"	"Os03g0245700"	1
"Os03g0245800"	"Os03g0245800"	1
"Os03g0246000"	"Os03g0246000"	1
"Os03g0246100"	"Os03g0246100"	1
"Os03g0246500"	"Os03g0246500"	1
"Os03g0246800"	"Os03g0246800"	1
"Os03g0246900"	"Os03g0246900"	1
"Os03g0247000"	"Os03g0247000"	1
"Os03g0247100"	"Os03g0247100"	1
"Os03g0247200"	"Os03g0247200"	1
"Os03g0247300"	NA	3
"Os03g0247500"	"Os03g0247600"	2
"Os03g0247600"	"Os03g0247600"	1
"Os03g0247800"	"Os01g0326300"	2
"Os03g0247900"	"Os03g0247900"	1
"Os03g0248000"	"Os03g0248000"	1
"Os03g0248200"	"Os03g0248200"	1
"Os03g0248300"	"Os03g0248300"	1
"Os03g0248500"	"Os03g0248500"	1
"Os03g0248600"	"Os03g0248600"	1
"Os03g0249100"	"Os03g0249100"	1
"Os03g0249200"	"Os03g0249200"	1
"Os03g0249300"	"Os03g0249300"	1
"Os03g0249400"	"Os03g0249400"	1
"Os03g0249500"	"Os03g0249500"	1
"Os03g0249700"	"Os03g0249700"	1
"Os03g0249800"	"Os03g0249700"	2
"Os03g0249900"	"Os03g0249900"	1
"Os03g0250000"	"Os03g0250000"	1
"Os03g0250200"	"Os03g0250200"	1
"Os03g0250400"	"Os03g0250400"	1
"Os03g0250900"	NA	3
"Os03g0251000"	"Os03g0251000"	1
"Os03g0251100"	NA	3
"Os03g0251300"	"Os03g0251350"	2
"Os03g0251500"	"Os03g0251500"	1
"Os03g0251700"	"Os03g0251700"	1
"Os03g0251800"	"Os03g0251800"	1
"Os03g0252100"	"Os03g0252100"	1
"Os03g0252800"	"Os03g0252800"	1
"Os03g0253100"	"Os03g0253100"	1
"Os03g0253200"	"Os03g0253200"	1
"Os03g0253400"	NA	3
"Os03g0253500"	NA	3
"Os03g0253600"	"Os03g0253600"	1
"Os03g0253700"	"Os03g0253600"	2
"Os03g0253800"	"Os03g0253800"	1
"Os03g0254000"	"Os03g0254000"	1
"Os03g0254200"	"Os03g0254250"	2
"Os03g0254400"	"Os03g0254400"	1
"Os03g0254700"	"Os03g0254700"	1
"Os03g0254800"	"Os03g0254800"	1
"Os03g0254900"	"Os03g0254900"	1
"Os03g0255000"	"Os03g0255000"	1
"Os03g0255100"	"Os03g0255100"	1
"Os03g0255200"	"Os03g0255200"	1
"Os03g0255300"	"Os03g0255200"	2
"Os03g0255400"	"Os03g0255400"	1
"Os03g0255500"	"Os03g0255500"	1
"Os03g0255900"	"Os03g0255900"	1
"Os03g0256200"	"Os11g0484000"	2
"Os03g0256400"	"Os03g0256400"	1
"Os03g0256500"	"Os03g0356512"	2
"Os03g0256800"	NA	3
"Os03g0257000"	"Os03g0257000"	1
"Os03g0257500"	"Os03g0257500"	1
"Os03g0257600"	"Os03g0257600"	1
"Os03g0257700"	"Os03g0257700"	1
"Os03g0257900"	"Os03g0257900"	1
"Os03g0258000"	"Os03g0258000"	1
"Os03g0258200"	"Os03g0258200"	1
"Os03g0258500"	NA	3
"Os03g0258700"	"Os12g0405300"	2
"Os03g0258900"	"Os03g0258900"	1
"Os03g0259100"	"Os03g0259100"	1
"Os03g0259300"	"Os03g0259300"	1
"Os03g0259400"	"Os03g0259400"	1
"Os03g0259500"	NA	3
"Os03g0259600"	"Os03g0259600"	1
"Os03g0259700"	"Os03g0259700"	1
"Os03g0259900"	"Os03g0259900"	1
"Os03g0260000"	"Os03g0260000"	1
"Os03g0260100"	"Os03g0260100"	1
"Os03g0260600"	"Os03g0260600"	1
"Os03g0261000"	NA	3
"Os03g0261100"	"Os03g0261100"	1
"Os03g0261500"	"Os03g0261500"	1
"Os03g0261800"	"Os03g0261800"	1
"Os03g0261900"	"Os03g0261900"	1
"Os03g0262000"	"Os03g0262000"	1
"Os03g0262100"	"Os03g0262100"	1
"Os03g0262200"	"Os03g0262150"	2
"Os03g0262300"	"Os03g0262300"	1
"Os03g0262400"	"Os03g0262400"	1
"Os03g0262500"	"Os03g0262500"	1
"Os03g0262700"	"Os03g0262700"	1
"Os03g0262900"	"Os03g0262900"	1
"Os03g0263000"	"Os03g0263000"	1
"Os03g0263400"	"Os03g0263400"	1
"Os03g0263500"	"Os03g0263500"	1
"Os03g0263600"	"Os03g0263600"	1
"Os03g0263700"	"Os03g0263700"	1
"Os03g0263800"	"Os03g0263800"	1
"Os03g0263900"	"Os03g0263900"	1
"Os03g0264000"	"Os03g0264000"	1
"Os03g0264300"	"Os03g0264400"	2
"Os03g0264400"	"Os03g0264400"	1
"Os03g0264600"	NA	3
"Os03g0264700"	"Os03g0264700"	1
"Os03g0264800"	"Os03g0264800"	1
"Os03g0265100"	"Os03g0265100"	1
"Os03g0265200"	"Os03g0265200"	1
"Os03g0265300"	"Os03g0265300"	1
"Os03g0265400"	"Os03g0265400"	1
"Os03g0265500"	"Os03g0265500"	1
"Os03g0265600"	"Os03g0265600"	1
"Os03g0265700"	"Os03g0265700"	1
"Os03g0265800"	"Os03g0265800"	1
"Os03g0265900"	"Os03g0265900"	1
"Os03g0266000"	"Os03g0266000"	1
"Os03g0266100"	"Os03g0266100"	1
"Os03g0266200"	"Os03g0266200"	1
"Os03g0266300"	"Os03g0266300"	1
"Os03g0266700"	"Os03g0266700"	1
"Os03g0266800"	"Os03g0266800"	1
"Os03g0266900"	"Os03g0266900"	1
"Os03g0267000"	"Os03g0267000"	1
"Os03g0267100"	"Os03g0267100"	1
"Os03g0267200"	"Os03g0267200"	1
"Os03g0267300"	"Os03g0267300"	1
"Os03g0267500"	"Os03g0267500"	1
"Os03g0267600"	"Os03g0267600"	1
"Os03g0267700"	"Os03g0267700"	1
"Os03g0267800"	"Os03g0267800"	1
"Os03g0268000"	"Os03g0268000"	1
"Os03g0268100"	"Os03g0268100"	1
"Os03g0268200"	"Os03g0268200"	1
"Os03g0268300"	"Os03g0268300"	1
"Os03g0268400"	"Os03g0268400"	1
"Os03g0268600"	"Os03g0268600"	1
"Os03g0268900"	"Os03g0268900"	1
"Os03g0269000"	"Os03g0269000"	1
"Os03g0269100"	"Os03g0269100"	1
"Os03g0269300"	"Os03g0269300"	1
"Os03g0269400"	"Os03g0269500"	2
"Os03g0269500"	"Os03g0269500"	1
"Os03g0269700"	"Os03g0269700"	1
"Os03g0269800"	NA	3
"Os03g0269900"	"Os03g0269900"	1
"Os03g0270000"	"Os03g0270000"	1
"Os03g0270200"	"Os03g0270200"	1
"Os03g0270300"	"Os03g0270200"	2
"Os03g0270500"	"Os03g0270500"	1
"Os03g0270700"	"Os03g0270700"	1
"Os03g0270800"	"Os03g0270800"	1
"Os03g0270900"	"Os03g0338800"	2
"Os03g0271100"	"Os03g0271100"	1
"Os03g0271200"	"Os03g0271200"	1
"Os03g0271300"	"Os03g0271300"	1
"Os03g0271400"	"Os03g0271300"	2
"Os03g0271500"	"Os03g0271500"	1
"Os03g0271600"	"Os03g0271600"	1
"Os03g0271800"	"Os03g0271800"	1
"Os03g0271900"	"Os03g0271900"	1
"Os03g0272300"	"Os03g0272300"	1
"Os03g0272400"	"Os03g0272400"	1
"Os03g0272500"	"Os06g0724600"	2
"Os03g0272900"	"Os03g0272900"	1
"Os03g0273200"	"Os03g0273200"	1
"Os03g0273800"	"Os03g0273800"	1
"Os03g0274000"	"Os03g0274000"	1
"Os03g0274300"	"Os03g0274300"	1
"Os03g0274400"	"Os03g0274400"	1
"Os03g0274700"	"Os03g0274700"	1
"Os03g0274800"	"Os03g0274800"	1
"Os03g0275100"	"Os03g0275100"	1
"Os03g0275300"	NA	3
"Os03g0275400"	"Os03g0275400"	1
"Os03g0275500"	"Os03g0275500"	1
"Os03g0275700"	"Os03g0275700"	1
"Os03g0275800"	"Os03g0275800"	1
"Os03g0275900"	"Os03g0275900"	1
"Os03g0276500"	"Os03g0276500"	1
"Os03g0276600"	"Os03g0276600"	1
"Os03g0276700"	"Os03g0276700"	1
"Os03g0276800"	"Os03g0276800"	1
