SampleID	EnvID	ExpID	PotID	Time	Cultivar	PlateID
950	60	4	8	13	Kos	5
951	60	4	8	16	Kos	5
952	60	4	8	19	Kos	5
953	60	4	8	22	Tak	5
954	60	4	8	1	Tak	5
955	60	4	8	4	Tak	5
956	60	4	8	7	Tak	5
957	60	4	8	10	Tak	5
958	60	4	8	13	Tak	5
959	60	4	8	16	Tak	5
960	60	4	8	19	Tak	5
961	61	4	9	22	Kos	5
962	61	4	9	1	Kos	5
963	61	4	9	4	Kos	5
964	61	4	9	7	Kos	5
965	61	4	9	10	Kos	5
966	61	4	9	13	Kos	5
967	61	4	9	16	Kos	5
968	61	4	9	19	Kos	5
969	61	4	9	22	Tak	5
970	61	4	9	1	Tak	5
971	61	4	9	4	Tak	5
972	61	4	9	7	Tak	5
973	61	4	9	10	Tak	5
974	61	4	9	13	Tak	5
975	61	4	9	16	Tak	5
976	61	4	9	19	Tak	5
977	62	4	10	22	Kos	6
978	62	4	10	1	Kos	6
979	62	4	10	4	Kos	6
980	62	4	10	7	Kos	6
981	62	4	10	10	Kos	6
982	62	4	10	13	Kos	6
983	62	4	10	16	Kos	6
984	62	4	10	19	Kos	6
985	62	4	10	22	Tak	6
986	62	4	10	1	Tak	6
987	62	4	10	4	Tak	6
988	62	4	10	7	Tak	6
989	62	4	10	10	Tak	6
990	62	4	10	13	Tak	6
991	62	4	10	16	Tak	6
992	62	4	10	19	Tak	6
993	63	4	11	22	Kos	6
994	63	4	11	1	Kos	6
995	63	4	11	4	Kos	6
996	63	4	11	7	Kos	6
997	63	4	11	10	Kos	6
998	63	4	11	13	Kos	6
999	63	4	11	16	Kos	6
1000	63	4	11	19	Kos	6
1001	63	4	11	22	Tak	6
1002	63	4	11	1	Tak	6
1003	63	4	11	4	Tak	6
1004	63	4	11	7	Tak	6
1005	63	4	11	10	Tak	6
1006	63	4	11	13	Tak	6
1007	63	4	11	16	Tak	6
1008	63	4	11	19	Tak	6
1009	64	4	12	22	Kos	6
1010	64	4	12	1	Kos	6
1011	64	4	12	4	Kos	6
1012	64	4	12	7	Kos	6
1013	64	4	12	10	Kos	6
1014	64	4	12	13	Kos	6
1015	64	4	12	16	Kos	6
1016	64	4	12	19	Kos	6
1017	64	4	12	22	Tak	6
1018	64	4	12	1	Tak	6
1019	64	4	12	4	Tak	6
1020	64	4	12	7	Tak	6
1021	64	4	12	10	Tak	6
1022	64	4	12	13	Tak	6
1023	64	4	12	16	Tak	6
1024	64	4	12	19	Tak	6
1025	65	4	13	22	Kos	6
1026	65	4	13	1	Kos	6
1027	65	4	13	4	Kos	6
1028	65	4	13	7	Kos	6
1029	65	4	13	10	Kos	6
1030	65	4	13	13	Kos	6
1031	65	4	13	16	Kos	6
1032	65	4	13	19	Kos	6
1033	65	4	13	22	Tak	6
1034	65	4	13	1	Tak	6
1035	65	4	13	4	Tak	6
1036	65	4	13	7	Tak	6
1037	65	4	13	10	Tak	6
1038	65	4	13	13	Tak	6
1039	65	4	13	16	Tak	6
1040	65	4	13	19	Tak	6
1041	66	4	14	22	Kos	6
1042	66	4	14	1	Kos	6
1043	66	4	14	4	Kos	6
1044	66	4	14	7	Kos	6
1045	66	4	14	10	Kos	6
1046	66	4	14	13	Kos	6
1047	66	4	14	16	Kos	6
1048	66	4	14	19	Kos	6
1049	66	4	14	22	Tak	6
1050	66	4	14	1	Tak	6
1051	66	4	14	4	Tak	6
1052	66	4	14	7	Tak	6
1053	66	4	14	10	Tak	6
1054	66	4	14	13	Tak	6
1055	66	4	14	16	Tak	6
1056	66	4	14	19	Tak	6
1057	67	4	15	22	Kos	7
1058	67	4	15	1	Kos	7
1059	67	4	15	4	Kos	7
1060	67	4	15	7	Kos	7
1061	67	4	15	10	Kos	7
1062	67	4	15	13	Kos	7
1063	67	4	15	16	Kos	7
1064	67	4	15	19	Kos	7
1065	67	4	15	22	Tak	7
1066	67	4	15	1	Tak	7
1067	67	4	15	4	Tak	7
1068	67	4	15	7	Tak	7
1069	67	4	15	10	Tak	7
1070	67	4	15	13	Tak	7
1071	67	4	15	16	Tak	7
1072	67	4	15	19	Tak	7
1073	68	4	16	22	Kos	7
1074	68	4	16	1	Kos	7
1075	68	4	16	4	Kos	7
1076	68	4	16	7	Kos	7
1077	68	4	16	10	Kos	7
1078	68	4	16	13	Kos	7
1079	68	4	16	16	Kos	7
1080	68	4	16	19	Kos	7
1081	68	4	16	22	Tak	7
1082	68	4	16	1	Tak	7
1083	68	4	16	4	Tak	7
1084	68	4	16	7	Tak	7
1085	68	4	16	10	Tak	7
1086	68	4	16	13	Tak	7
1087	68	4	16	16	Tak	7
1088	68	4	16	19	Tak	7
1089	69	6	26	22	Kos	7
1090	69	6	26	1	Kos	7
1091	69	6	26	4	Kos	7
1092	69	6	26	7	Kos	7
1093	69	6	26	10	Kos	7
1094	69	6	26	13	Kos	7
1095	69	6	26	16	Kos	7
1096	69	6	26	19	Kos	7
1097	69	6	26	22	Tak	7
1098	69	6	26	1	Tak	7
1099	69	6	26	4	Tak	7
1100	69	6	26	7	Tak	7
1101	69	6	26	10	Tak	7
1102	69	6	26	13	Tak	7
1103	69	6	26	16	Tak	7
1104	69	6	26	19	Tak	7
1105	70	4	18	22	Kos	7
1106	70	4	18	1	Kos	7
1107	70	4	18	4	Kos	7
1108	70	4	18	7	Kos	7
1109	70	4	18	10	Kos	7
1110	70	4	18	13	Kos	7
1111	70	4	18	16	Kos	7
1112	70	4	18	19	Kos	7
1113	70	4	18	22	Tak	7
1114	70	4	18	1	Tak	7
1115	70	4	18	4	Tak	7
1116	70	4	18	7	Tak	7
1117	70	4	18	10	Tak	7
1118	70	4	18	13	Tak	7
1119	70	4	18	16	Tak	7
1120	70	4	18	19	Tak	7
1121	71	4	19	22	Kos	7
1122	71	4	19	1	Kos	7
1123	71	4	19	4	Kos	7
1124	71	4	19	7	Kos	7
1125	71	4	19	10	Kos	7
1126	71	4	19	13	Kos	7
1127	71	4	19	16	Kos	7
1128	71	4	19	19	Kos	7
1129	71	4	19	22	Tak	7
1130	71	4	19	1	Tak	7
1131	71	4	19	4	Tak	7
1132	71	4	19	7	Tak	7
1133	71	4	19	10	Tak	7
1134	71	4	19	13	Tak	7
1135	71	4	19	16	Tak	7
1136	71	4	19	19	Tak	7
1137	72	4	20	22	Kos	8
1138	72	4	20	1	Kos	8
1139	72	4	20	4	Kos	8
1140	72	4	20	7	Kos	8
1141	72	4	20	10	Kos	8
1142	72	4	20	13	Kos	8
1143	72	4	20	16	Kos	8
1144	72	4	20	19	Kos	8
1145	72	4	20	22	Tak	8
1146	72	4	20	1	Tak	8
1147	72	4	20	4	Tak	8
1148	72	4	20	7	Tak	8
1149	72	4	20	10	Tak	8
1150	72	4	20	13	Tak	8
1151	72	4	20	16	Tak	8
1152	72	4	20	19	Tak	8
1153	73	6	28	22	Kos	8
1154	73	6	28	1	Kos	8
1155	73	6	28	4	Kos	8
1156	73	6	28	7	Kos	8
1157	73	6	28	10	Kos	8
1158	73	6	28	13	Kos	8
1159	73	6	28	16	Kos	8
1160	73	6	28	19	Kos	8
1161	73	6	28	22	Tak	8
1162	73	6	28	1	Tak	8
1163	73	6	28	4	Tak	8
1164	73	6	28	7	Tak	8
1165	73	6	28	10	Tak	8
1166	73	6	28	13	Tak	8
1167	73	6	28	16	Tak	8
1168	73	6	28	19	Tak	8
