GC_pot,Env_ID,Time,Cultivar,average,sd,se,Tmp,LD
20,23,13,Tak,28.63333333,0.202758751,0.117062819,30,L
20,23,16,Tak,26.62222222,0.069388867,0.040061681,30,L
20,23,19,Tak,26.77777778,0.126197963,0.072860428,30,L
21,2,22,Tak,19.92222222,0.038490018,0.022222222,20,D
21,2,1,Tak,19.58888889,0.050917508,0.029397237,20,D
21,2,4,Tak,19.8,0.057735027,0.033333333,20,D
21,2,7,Tak,19.75555556,0.069388867,0.040061681,20,D
21,2,10,Tak,19.71111111,0.050917508,0.029397237,20,D
21,2,13,Tak,20.13333333,0.176383421,0.101835015,20,D
21,2,16,Tak,19.92222222,0.019245009,0.011111111,20,D
21,2,19,Tak,19.74444444,0.083887049,0.04843221,20,D
22,24,22,Tak,28.83333333,0.066666667,0.038490018,30,D
22,24,1,Tak,28.77777778,0.117062819,0.06758625,30,D
22,24,4,Tak,28.7,0.033333333,0.019245009,30,D
22,24,7,Tak,28.94444444,0.126197963,0.072860428,30,D
22,24,10,Tak,29.01111111,0.153960072,0.088888889,30,D
22,24,13,Tak,21.04444444,0.101835015,0.058794474,20,L
22,24,16,Tak,18.12222222,0.101835015,0.058794474,20,L
22,24,19,Tak,18.05555556,0.050917508,0.029397237,20,L
25,26,22,Tak,32.13333333,0.230940108,0.133333333,35,D
25,26,1,Tak,33.32222222,0.21430335,0.123728097,35,D
25,26,4,Tak,32.25555556,0.083887049,0.04843221,35,D
25,26,7,Tak,33.28888889,0.117062819,0.06758625,35,D
25,26,10,Tak,33.01111111,0.150308325,0.086780552,35,D
25,26,13,Tak,23.83333333,0.384418753,0.221944271,20,L
25,26,16,Tak,17.98888889,0.134715063,0.077777778,20,L
25,26,19,Tak,18.51111111,0.038490018,0.022222222,20,L
26,27,22,Tak,14.8,0.08819171,0.050917508,15,D
26,27,1,Tak,14.52222222,0.050917508,0.029397237,15,D
26,27,4,Tak,14.37777778,0.096225045,0.055555556,15,D
26,27,7,Tak,14.46666667,0.145296631,0.083887049,15,D
26,27,10,Tak,21.21111111,0.435039377,0.251170101,20,L
26,27,13,Tak,19.13333333,0.405517502,0.234125639,20,L
26,27,16,Tak,18.04444444,0.038490018,0.022222222,20,L
26,27,19,Tak,18.47777778,0.221944271,0.128139584,20,L
28,28,22,Tak,19.47777778,0.069388867,0.040061681,20,D
28,28,1,Tak,19.78888889,0.069388867,0.040061681,20,D
28,28,4,Tak,19.65555556,0.019245009,0.011111111,20,D
28,28,7,Tak,19.71111111,0.171053381,0.098757716,20,D
28,28,10,Tak,23.33333333,0.166666667,0.096225045,25,L
28,28,13,Tak,22.47777778,0.050917508,0.029397237,25,L
28,28,16,Tak,22.06666667,0.033333333,0.019245009,25,L
28,28,19,Tak,22.55555556,0.134715063,0.077777778,25,L
1,6,22,Tak,14.86666667,0.133333333,0.076980036,15,D
1,6,1,Tak,14.15555556,0.101835015,0.058794474,15,D
1,6,4,Tak,14.48888889,0.076980036,0.044444444,15,D
1,6,7,Tak,14.31111111,0.076980036,0.044444444,15,D
1,6,10,Tak,14.76666667,0.120185043,0.069388867,15,D
1,6,13,Tak,20.23333333,0.145296631,0.083887049,20,L
1,6,16,Tak,19.57777778,0.315054375,0.181896728,20,L
1,6,19,Tak,19.21111111,0.258915116,0.149484712,20,L
3,25,22,Tak,33.25555556,0.157527188,0.090948364,35,D
3,25,1,Tak,33.44444444,0.157527188,0.090948364,35,D
3,25,4,Tak,33.11111111,0.101835015,0.058794474,35,D
3,25,7,Tak,32.96666667,0.145296631,0.083887049,35,D
3,25,10,Tak,33.36666667,0.033333333,0.019245009,35,D
3,25,13,Tak,26.2,0.296273147,0.171053381,25,L
3,25,16,Tak,21.6,0.233333333,0.134715063,25,L
3,25,19,Tak,22.1,0.218581284,0.126197963,25,L
9,29,22,Tak,23.66666667,0.033333333,0.019245009,25,D
9,29,1,Tak,23.67777778,0.076980036,0.044444444,25,D
9,29,4,Tak,23.62222222,0.038490018,0.022222222,25,D
9,29,7,Tak,23.21111111,0.050917508,0.029397237,25,D
9,29,10,Tak,26.64444444,0.134715063,0.077777778,30,L
9,29,13,Tak,26.65555556,0.150308325,0.086780552,30,L
9,29,16,Tak,26.06666667,0.133333333,0.076980036,30,L
9,29,19,Tak,26.78888889,0.076980036,0.044444444,30,L
10,30,22,Tak,28.15555556,0.050917508,0.029397237,30,D
10,30,1,Tak,28.9,0.066666667,0.038490018,30,D
10,30,4,Tak,28.75555556,0.083887049,0.04843221,30,D
10,30,7,Tak,28.11111111,0.126197963,0.072860428,30,D
10,30,10,Tak,30.47777778,0.203670031,0.117588947,35,L
10,30,13,Tak,30.52222222,0.200923792,0.116003406,35,L
10,30,16,Tak,30.3,0.264575131,0.152752523,35,L
10,30,19,Tak,30.4,0.133333333,0.076980036,35,L
11,31,22,Tak,32.68888889,0.076980036,0.044444444,35,D
11,31,1,Tak,33.3,0.272845092,0.157527188,35,D
11,31,4,Tak,33.48888889,0.117062819,0.06758625,35,D
11,31,7,Tak,32.8,0.296273147,0.171053381,35,D
11,31,10,Tak,34.45555556,0.050917508,0.029397237,40,L
11,31,13,Tak,35.07777778,0.183585685,0.105993245,40,L
11,31,16,Tak,34.25555556,0.452564708,0.261288356,40,L
11,31,19,Tak,34.47777778,0.400462695,0.231207245,40,L
12,32,22,Tak,14.13333333,1.26E-15,7.25E-16,15,D
12,32,1,Tak,14.35555556,0.069388867,0.040061681,15,D
12,32,4,Tak,14.05555556,0.126197963,0.072860428,15,D
12,32,7,Tak,13.78888889,0.050917508,0.029397237,15,D
12,32,10,Tak,24.03333333,0.08819171,0.050917508,25,L
12,32,13,Tak,22.85555556,0.101835015,0.058794474,25,L
12,32,16,Tak,22.48888889,0.083887049,0.04843221,25,L
12,32,19,Tak,22.93333333,0.120185043,0.069388867,25,L
13,33,22,Tak,18.46666667,0.176383421,0.101835015,20,D
13,33,1,Tak,19.03333333,0.033333333,0.019245009,20,D
13,33,4,Tak,18.71111111,0.076980036,0.044444444,20,D
13,33,7,Tak,18.8,0.145296631,0.083887049,20,D
13,33,10,Tak,27.22222222,0.221944271,0.128139584,30,L
13,33,13,Tak,26.7,0.08819171,0.050917508,30,L
13,33,16,Tak,26.43333333,0.033333333,0.019245009,30,L
13,33,19,Tak,26.64444444,0.050917508,0.029397237,30,L
14,34,22,Tak,23.27777778,0.083887049,0.04843221,25,D
14,34,1,Tak,24.16666667,0.066666667,0.038490018,25,D
14,34,4,Tak,23.96666667,0.033333333,0.019245009,25,D
14,34,7,Tak,23.57777778,0.069388867,0.040061681,25,D
14,34,10,Tak,31.25555556,0.462280979,0.266898048,35,L
14,34,13,Tak,31.12222222,0.153960072,0.088888889,35,L
14,34,16,Tak,30.45555556,0.019245009,0.011111111,35,L
14,34,19,Tak,30.91111111,0.126197963,0.072860428,35,L
15,35,22,Tak,28.06666667,0.08819171,0.050917508,30,D
15,35,1,Tak,28.93333333,0.033333333,0.019245009,30,D
15,35,4,Tak,28.84444444,0.019245009,0.011111111,30,D
15,35,7,Tak,28.12222222,0.126197963,0.072860428,30,D
15,35,10,Tak,34.01111111,0.076980036,0.044444444,40,L
15,35,13,Tak,34.16666667,0.173205081,0.1,40,L
15,35,16,Tak,33.84444444,0.164429429,0.094933375,40,L
15,35,19,Tak,33.55555556,0.250185117,0.144444444,40,L
16,36,22,Tak,14.61111111,0.096225045,0.055555556,15,D
16,36,1,Tak,13.85555556,0.050917508,0.029397237,15,D
16,36,4,Tak,13.83333333,0.1,0.057735027,15,D
16,36,7,Tak,13.4,0.057735027,0.033333333,15,D
16,36,10,Tak,27.41111111,0.346944333,0.200308404,30,L
16,36,13,Tak,26.6,0.185592145,0.107151675,30,L
16,36,16,Tak,26.48888889,0.019245009,0.011111111,30,L
16,36,19,Tak,26.77777778,0.019245009,0.011111111,30,L
21,22,22,Tak,27.8,0.120185043,0.069388867,30,D
21,22,1,Tak,27.87777778,0.101835015,0.058794474,30,D
21,22,4,Tak,28.25555556,0.138777733,0.080123362,30,D
21,22,7,Tak,28.12222222,0.038490018,0.022222222,30,D
21,22,10,Tak,28.15555556,0.069388867,0.040061681,25,L
21,22,13,Tak,24.03333333,0.272845092,0.157527188,25,L
21,22,16,Tak,22.02222222,0.183585685,0.105993245,25,L
21,22,19,Tak,22.16666667,0.2,0.115470054,25,L
26,69,22,Tak,20.2,0.272845092,0.157527188,20,L
26,69,1,Tak,19.96666667,0,0,20,L
26,69,4,Tak,19.41111111,0.221944271,0.128139584,20,L
26,69,7,Tak,19.27777778,0.342106763,0.197515431,20,L
26,69,10,Tak,19.68888889,0.189541357,0.109431753,20,L
26,69,13,Tak,19.24444444,0.138777733,0.080123362,20,L
26,69,16,Tak,19.6,0.145296631,0.083887049,20,L
26,69,19,Tak,19.56666667,0.233333333,0.134715063,20,L
28,73,22,Tak,34.15555556,0.550084169,0.317591243,40,L
28,73,1,Tak,33.93333333,0.057735027,0.033333333,40,L
28,73,4,Tak,33.9,0.033333333,0.019245009,40,L
28,73,7,Tak,34.02222222,0.138777733,0.080123362,40,L
28,73,10,Tak,34.43333333,0.120185043,0.069388867,40,L
28,73,13,Tak,33.95555556,0.283496685,0.163676887,40,L
28,73,16,Tak,33.66666667,0.230940108,0.133333333,40,L
28,73,19,Tak,34.13333333,0.233333333,0.134715063,40,L
