pos,lib.grp,name,index
K17,OsTM0_6,T270,70
M17,OsTM0_6,T271,71
O17,OsTM0_6,T272,72
A19,OsTM0_6,T273,73
C19,OsTM0_6,T274,74
E19,OsTM0_6,T275,75
G19,OsTM0_6,T276,76
I19,OsTM0_6,T277,77
K19,OsTM0_6,T278,78
M19,OsTM0_6,T279,79
O19,OsTM0_6,T280,80
A21,OsTM0_6,T281,81
C21,OsTM0_6,T282,82
E21,OsTM0_6,T283,83
G21,OsTM0_6,T284,84
I21,OsTM0_6,T285,85
K21,OsTM0_6,T286,86
M21,OsTM0_6,T287,87
O21,OsTM0_6,T288,88
A4,OsTM0_6,T289,109
C4,OsTM0_6,T290,110
E4,OsTM0_6,T291,111
G4,OsTM0_6,T292,112
I4,OsTM0_6,T293,113
K4,OsTM0_6,T294,114
M4,OsTM0_6,T295,115
O4,OsTM0_6,T296,116
A6,OsTM0_6,T297,117
C6,OsTM0_6,T298,118
E6,OsTM0_6,T299,119
G6,OsTM0_6,T300,120
I6,OsTM0_6,T301,121
K6,OsTM0_6,T302,122
M6,OsTM0_6,T303,123
O6,OsTM0_6,T304,124
A8,OsTM0_6,T305,125
C8,OsTM0_6,T306,126
E8,OsTM0_6,T307,127
G8,OsTM0_6,T308,128
I8,OsTM0_6,T309,129
K8,OsTM0_6,T310,130
M8,OsTM0_6,T311,131
O8,OsTM0_6,T312,132
A10,OsTM0_6,T313,133
C10,OsTM0_6,T314,134
E10,OsTM0_6,T315,135
G10,OsTM0_6,T316,136
I10,OsTM0_6,T317,137
K10,OsTM0_6,T318,138
M10,OsTM0_6,T319,139
O10,OsTM0_6,T320,140
A12,OsTM0_6,T321,141
C12,OsTM0_6,T322,142
E12,OsTM0_6,T323,143
G12,OsTM0_6,T324,144
I12,OsTM0_6,T325,145
K12,OsTM0_6,T326,146
M12,OsTM0_6,T327,147
O12,OsTM0_6,T328,148
A14,OsTM0_6,T329,149
C14,OsTM0_6,T330,150
E14,OsTM0_6,T331,151
G14,OsTM0_6,T332,152
I14,OsTM0_6,T333,153
K14,OsTM0_6,T334,154
M14,OsTM0_6,T335,155
O14,OsTM0_6,T336,156
A16,OsTM0_6,T337,157
C16,OsTM0_6,T338,158
E16,OsTM0_6,T339,159
G16,OsTM0_6,T340,160
I16,OsTM0_6,T341,161
K16,OsTM0_6,T342,162
M16,OsTM0_6,T343,163
O16,OsTM0_6,T344,164
A18,OsTM0_6,T345,165
C18,OsTM0_6,T346,166
E18,OsTM0_6,T347,167
G18,OsTM0_6,T348,168
I18,OsTM0_6,T349,169
K18,OsTM0_6,T350,170
M18,OsTM0_6,T351,171
O18,OsTM0_6,T352,172
A20,OsTM0_6,T353,173
C20,OsTM0_6,T354,174
E20,OsTM0_6,T355,175
G20,OsTM0_6,T356,176
I20,OsTM0_6,T357,177
K20,OsTM0_6,T358,178
M20,OsTM0_6,T359,179
O20,OsTM0_6,T360,180
A22,OsTM0_6,T361,181
C22,OsTM0_6,T362,182
E22,OsTM0_6,T363,183
G22,OsTM0_6,T364,184
I22,OsTM0_6,T365,185
K22,OsTM0_6,T366,186
M22,OsTM0_6,T367,187
O22,OsTM0_6,T368,188
A3,OsTM0_7,T369,9
C3,OsTM0_7,T370,10
E3,OsTM0_7,T371,11
G3,OsTM0_7,T372,12
I3,OsTM0_7,T373,13
K3,OsTM0_7,T374,14
M3,OsTM0_7,T375,15
O3,OsTM0_7,T376,16
A5,OsTM0_7,T377,17
C5,OsTM0_7,T378,18
E5,OsTM0_7,T379,19
G5,OsTM0_7,T380,20
I5,OsTM0_7,T381,21
K5,OsTM0_7,T382,22
M5,OsTM0_7,T383,23
O5,OsTM0_7,T384,24
A7,OsTM0_7,T385,25
C7,OsTM0_7,T386,26
E7,OsTM0_7,T387,27
G7,OsTM0_7,T388,28
I7,OsTM0_7,T389,29
K7,OsTM0_7,T390,30
M7,OsTM0_7,T391,31
O7,OsTM0_7,T392,32
A9,OsTM0_7,T393,33
C9,OsTM0_7,T394,34
E9,OsTM0_7,T395,35
G9,OsTM0_7,T396,36
I9,OsTM0_7,T397,37
K9,OsTM0_7,T398,38
M9,OsTM0_7,T399,39
O9,OsTM0_7,T400,40
A11,OsTM0_7,T401,41
C11,OsTM0_7,T402,42
E11,OsTM0_7,T403,43
G11,OsTM0_7,T404,44
I11,OsTM0_7,T405,45
K11,OsTM0_7,T406,46
M11,OsTM0_7,T407,47
O11,OsTM0_7,T408,48
A13,OsTM0_7,T409,49
C13,OsTM0_7,T410,100
E13,OsTM0_7,T411,51
G13,OsTM0_7,T412,52
I13,OsTM0_7,T413,53
K13,OsTM0_7,T414,54
M13,OsTM0_7,T415,55
O13,OsTM0_7,T416,56
A15,OsTM0_7,T417,57
C15,OsTM0_7,T418,58
E15,OsTM0_7,T419,59
G15,OsTM0_7,T420,60
I15,OsTM0_7,T421,61
K15,OsTM0_7,T422,62
M15,OsTM0_7,T423,63
O15,OsTM0_7,T424,64
A17,OsTM0_7,T425,65
C17,OsTM0_7,T426,66
E17,OsTM0_7,T427,67
G17,OsTM0_7,T428,68
I17,OsTM0_7,T429,69
K17,OsTM0_7,T430,70
M17,OsTM0_7,T431,71
O17,OsTM0_7,T432,72
A19,OsTM0_7,T433,73
C19,OsTM0_7,T434,74
E19,OsTM0_7,T435,75
G19,OsTM0_7,T436,76
I19,OsTM0_7,T437,77
K19,OsTM0_7,T438,78
M19,OsTM0_7,T439,79
O19,OsTM0_7,T440,80
A21,OsTM0_7,T443,81
C21,OsTM0_7,T444,82
E21,OsTM0_7,T445,83
G21,OsTM0_7,T446,84
I21,OsTM0_7,T447,85
K21,OsTM0_7,T448,86
M21,OsTM0_7,T441,87
O21,OsTM0_7,T442,88
A4,OsTM0_7,T449,109
C4,OsTM0_7,T450,110
E4,OsTM0_7,T451,111
G4,OsTM0_7,T452,112
I4,OsTM0_7,T453,113
K4,OsTM0_7,T454,114
M4,OsTM0_7,T455,115
O4,OsTM0_7,T456,116
A6,OsTM0_7,T457,117
C6,OsTM0_7,T458,118
E6,OsTM0_7,T459,119
G6,OsTM0_7,T460,120
I6,OsTM0_7,T461,121
K6,OsTM0_7,T462,122
M6,OsTM0_7,T463,123
O6,OsTM0_7,T464,124
A8,OsTM0_7,T465,125
C8,OsTM0_7,T466,126
E8,OsTM0_7,T467,127
G8,OsTM0_7,T468,128
I8,OsTM0_7,T469,129
K8,OsTM0_7,T470,130
M8,OsTM0_7,T471,131
O8,OsTM0_7,T472,132
A10,OsTM0_7,T473,133
C10,OsTM0_7,T474,134
E10,OsTM0_7,T475,135
G10,OsTM0_7,T476,136
I10,OsTM0_7,T477,137
K10,OsTM0_7,T478,138
M10,OsTM0_7,T479,139
O10,OsTM0_7,T480,140
A12,OsTM0_7,T481,141
C12,OsTM0_7,T482,142
E12,OsTM0_7,T483,143
G12,OsTM0_7,T484,144
I12,OsTM0_7,T485,145
K12,OsTM0_7,T486,146
M12,OsTM0_7,T487,147
O12,OsTM0_7,T488,148
A14,OsTM0_7,T489,149
C14,OsTM0_7,T490,150
E14,OsTM0_7,T491,151
G14,OsTM0_7,T492,152
I14,OsTM0_7,T493,153
K14,OsTM0_7,T494,154
M14,OsTM0_7,T495,155
O14,OsTM0_7,T496,156
A16,OsTM0_7,T497,157
C16,OsTM0_7,T498,158
E16,OsTM0_7,T499,159
G16,OsTM0_7,T500,160
I16,OsTM0_7,T501,161
K16,OsTM0_7,T502,162
M16,OsTM0_7,T503,163
O16,OsTM0_7,T504,164
A18,OsTM0_7,T505,165
C18,OsTM0_7,T506,166
E18,OsTM0_7,T507,167
G18,OsTM0_7,T508,168
I18,OsTM0_7,T509,169
K18,OsTM0_7,T510,170
M18,OsTM0_7,T511,171
O18,OsTM0_7,T512,172
A20,OsTM0_7,T513,173
C20,OsTM0_7,T514,174
E20,OsTM0_7,T515,175
G20,OsTM0_7,T516,176
I20,OsTM0_7,T517,177
K20,OsTM0_7,T518,178
M20,OsTM0_7,T519,179
O20,OsTM0_7,T520,180
A22,OsTM0_7,T521,181
C22,OsTM0_7,T522,182
E22,OsTM0_7,T523,183
G22,OsTM0_7,T524,184
I22,OsTM0_7,T525,185
K22,OsTM0_7,T526,186
M22,OsTM0_7,T527,187
O22,OsTM0_7,T528,188
A3,OsTM0_8,T529,9
C3,OsTM0_8,T530,10
E3,OsTM0_8,T531,11
G3,OsTM0_8,T532,12
I3,OsTM0_8,T533,13
K3,OsTM0_8,T534,14
M3,OsTM0_8,T535,15
O3,OsTM0_8,T536,16
A5,OsTM0_8,T537,17
C5,OsTM0_8,T538,18
E5,OsTM0_8,T539,19
G5,OsTM0_8,T540,20
I5,OsTM0_8,T541,21
K5,OsTM0_8,T542,22
M5,OsTM0_8,T543,23
O5,OsTM0_8,T544,24
A7,OsTM0_8,T545,25
C7,OsTM0_8,T546,26
E7,OsTM0_8,T547,27
G7,OsTM0_8,T548,28
I7,OsTM0_8,T549,29
K7,OsTM0_8,T550,30
M7,OsTM0_8,T551,31
O7,OsTM0_8,T552,32
A9,OsTM0_8,T553,33
C9,OsTM0_8,T554,34
E9,OsTM0_8,T555,35
G9,OsTM0_8,T556,36
I9,OsTM0_8,T557,37
K9,OsTM0_8,T558,38
M9,OsTM0_8,T559,39
O9,OsTM0_8,T560,40
A11,OsTM0_8,T561,41
C11,OsTM0_8,T562,42
E11,OsTM0_8,T563,43
G11,OsTM0_8,T564,44
I11,OsTM0_8,T565,45
K11,OsTM0_8,T566,46
M11,OsTM0_8,T567,47
O11,OsTM0_8,T568,48
A13,OsTM0_8,T569,49
C13,OsTM0_8,T570,100
E13,OsTM0_8,T571,51
G13,OsTM0_8,T572,52
I13,OsTM0_8,T573,53
K13,OsTM0_8,T574,54
M13,OsTM0_8,T575,55
O13,OsTM0_8,T576,56
A15,OsTM0_8,TK,57
C15,OsTM0_8,TT,58
E15,OsTM0_8,T861,59
